证券简称,报告期,归属母公司所有者净利润(元),营业利润(元),证券代码,营业成本(元),营业收入(元),每股经营现金流量(元),净资产收益率,每股净资产(元),每股收益(元),营业利润率,毛利率
苏利股份,2023-03-31,22139452.33,28591369.64,603585,441149001.45,552072654.56,0.463,0.84,13.7404,0.122996,5.179,20.09
金麒麟,2023-03-31,45395243.62,55590198.02,603586,349328587.79,459807773.73,0.194,2.002,11.5689,0.231546,12.09,24.03
地素时尚,2023-03-31,164407912.7,149990128.72,603587,142521228.97,610485270.86,0.31,4.398,7.7698,0.341749,24.569,76.65
高能环境,2023-03-31,206270529.78,256368758.94,603588,1264244756.37,1735188864.57,-0.569,2.268,5.9625,0.135213,14.775,27.14
口子窖,2023-03-31,535662344.34,712086878.79,603589,371888938.44,1591592151.76,-0.385,5.674,15.7332,0.892771,44.741,76.63
康辰药业,2023-03-31,25668714.68,35832956.07,603590,17589610.28,165105876.86,0.093,0.846,18.9557,0.160429,21.703,89.35
东尼电子,2023-03-31,-39650104.2,-54740796.65,603595,291393786.92,334800789.94,0.55,-2.118,8.0538,-0.17058,-16.35,12.97
伯特利,2023-03-31,172269227.2,199076325.37,603596,1177193151.82,1499535175.22,-0.326,3.928,10.3201,0.418348,13.276,21.5
引力传媒,2023-03-31,8677466.98,11086188.83,603598,901567413.89,957083616.07,-1.016,5.631,0.5753,0.032395,1.158,5.8
广信股份,2023-03-31,521213182.36,632119265.96,603599,1186877831.39,1925991278.96,0.248,5.659,14.1652,0.801551,32.82,38.38
永艺股份,2023-03-31,51727076.08,58562197.13,603600,540323772.04,696709360.2,0.134,2.862,5.9755,0.170991,8.406,22.45
再升科技,2023-03-31,33278463.78,40309055.59,603601,291171743.61,377379426.59,0.003,1.489,2.0929,0.032575,10.681,22.84
纵横通信,2023-03-31,-8340366.08,-8264893.65,603602,180630255.11,212641919.89,-0.308,-1.116,3.5905,-0.040914,-3.887,15.05
*ST博天,2023-03-31,10327105.75,15534963.45,603603,133302929.36,194145630.04,0.069,0.613,1.7398,0.010663,8.002,31.34
珀莱雅,2023-03-31,208032832.0,282196931.62,603605,485918295.64,1621514039.25,1.445,5.531,13.0867,0.733749,17.403,70.03
东方电缆,2023-03-31,255806690.8,296445551.41,603606,992776757.08,1437884633.02,-0.476,4.558,8.1607,0.371966,20.617,30.96
京华激光,2023-03-31,27337243.9,27396873.56,603607,136770048.0,197857621.33,-0.021,2.647,5.7853,0.153135,13.847,30.87
天创时尚,2023-03-31,-13452133.0,-9906056.0,603608,132517672.0,320788978.0,0.04,-1.014,2.9134,-0.032052,-3.088,58.69
禾丰股份,2023-03-31,19434574.57,1057871.37,603609,7481627850.96,7843617840.18,-0.314,0.268,7.6412,0.021138,0.013,4.62
麒盛科技,2023-03-31,23906723.25,31388610.54,603610,447818022.4,696841580.45,-0.256,0.775,8.6076,0.066687,4.504,35.74
诺力股份,2023-03-31,104443540.0,114651655.79,603611,1340659944.12,1689599466.1,-1.518,4.26,9.1756,0.390904,6.786,20.65
索通发展,2023-03-31,-273071708.9,-372376953.19,603612,4155441164.7,4221985025.88,-0.48,-4.573,11.7806,-0.538772,-8.82,1.58
国联股份,2023-03-31,256025610.65,404622796.2,603613,12622883449.29,13156133959.85,0.283,4.633,11.0818,0.513432,3.076,4.05
茶花股份,2023-03-31,2019924.98,2951374.07,603615,123469744.85,167014246.6,0.114,0.167,4.9967,0.008353,1.767,26.07
韩建河山,2023-03-31,-21444146.49,-23594181.67,603616,47642423.62,53577599.98,-0.273,-3.015,1.8652,-0.05623,-44.037,11.08
君禾股份,2023-03-31,9554399.71,9537859.29,603617,143036220.36,173180769.95,0.114,0.641,3.8147,0.024431,5.507,17.41
杭电股份,2023-03-31,22354366.97,26050550.64,603618,1276558464.25,1481305038.39,0.213,0.797,3.8477,0.032348,1.759,13.82
中曼石油,2023-03-31,212471457.56,269298109.38,603619,468787782.84,898474432.39,0.746,8.33,6.3767,0.531179,29.973,47.82
科森科技,2023-03-31,-83663950.13,-77347183.02,603626,470568548.12,523076715.18,0.548,-2.768,5.4219,-0.150094,-14.787,10.04
清源股份,2023-03-31,50570731.24,60787975.36,603628,262855299.68,362004983.2,0.12,4.418,4.1809,0.1847,16.792,27.39
利通电子,2023-03-31,14571611.6,14595439.05,603629,369918217.27,429597560.26,0.25,0.885,9.0426,0.080064,3.397,13.89
拉芳家化,2023-03-31,36384319.01,39139397.44,603630,112186736.52,193950189.45,0.288,1.847,8.7493,0.161561,20.18,42.16
徕木股份,2023-03-31,20122461.4,21277915.18,603633,169452898.29,233361332.66,0.065,1.069,5.7333,0.06129,9.118,27.39
南威软件,2023-03-31,-21777831.75,-27495597.09,603636,82198700.96,147634567.77,-0.398,-0.816,4.5166,-0.036862,-18.624,44.32
镇海股份,2023-03-31,19700643.72,21513814.08,603637,124491065.91,134568812.84,0.005,2.163,3.737,0.080847,15.987,7.49
艾迪精密,2023-03-31,77588445.18,92255858.7,603638,442206138.96,629754117.11,-0.006,2.418,3.6222,0.092349,14.65,29.78
海利尔,2023-03-31,152156390.34,176234285.06,603639,819175008.66,1229872265.99,0.435,4.512,9.9112,0.447216,14.329,33.39
畅联股份,2023-03-31,46456619.24,56980816.95,603648,313409204.25,404105719.27,0.161,2.491,5.1464,0.128187,14.1,22.44
彤程新材,2023-03-31,82840119.35,85562378.99,603650,502147805.07,665493187.17,0.078,2.652,5.1481,0.138965,12.857,24.55
朗博科技,2023-03-31,2601929.51,3054259.85,603655,25510686.41,39236579.49,0.0,0.491,4.9969,0.024547,7.784,34.98
泰禾智能,2023-03-31,-3154291.0,-3598055.87,603656,55879206.89,93993090.67,-0.133,-0.239,7.1699,-0.017119,-3.828,40.55
春光科技,2023-03-31,16657645.04,23923366.63,603657,553820609.03,610224201.11,-0.116,1.53,7.9416,0.121492,3.92,9.24
安图生物,2023-03-31,242069910.75,270901472.75,603658,403642350.35,1036466641.85,0.348,3.017,13.6874,0.412897,26.137,61.06
璞泰来,2023-03-31,701974570.75,891415513.9,603659,2430234660.6,3698994031.12,-0.356,4.952,10.193,0.504716,24.099,34.3
苏州科达,2023-03-31,-68509426.14,-69450790.8,603660,183262947.47,400459987.36,-0.08,-5.398,2.4555,-0.138626,-17.343,54.24
恒林股份,2023-03-31,78264756.76,89605812.02,603661,1271898380.18,1693575299.18,0.461,2.331,24.1451,0.562784,5.291,24.9
柯力传感,2023-03-31,55966226.13,64564768.48,603662,130266933.35,219966481.25,-0.081,2.381,8.3061,0.197762,29.352,40.78
三祥新材,2023-03-31,36034504.78,44234348.05,603663,206866405.32,298011918.57,0.087,2.894,4.1194,0.119213,14.843,30.58
康隆达,2023-03-31,-23701071.22,-47131046.68,603665,293692912.28,353152224.62,-0.328,-1.761,8.2161,-0.144661,-13.346,16.84
亿嘉和,2023-03-31,11369375.62,10695721.01,603666,76739303.96,149603182.46,0.413,0.474,11.5354,0.054676,7.149,48.7
五洲新春,2023-03-31,40174947.23,47075514.66,603667,678606980.78,810081251.52,0.129,1.724,7.0945,0.122304,5.811,16.23
天马科技,2023-03-31,5613167.15,13428055.52,603668,1404447676.45,1531245719.91,0.508,0.275,4.6798,0.01287,0.877,8.28
灵康药业,2023-03-31,-22991377.51,-20999994.59,603669,27550894.23,73303587.38,-0.023,-2.067,1.4115,-0.031878,-28.648,62.42
卫信康,2023-03-31,60246349.21,66426426.11,603676,173260756.19,350378358.4,0.116,4.684,2.956,0.138446,18.958,50.55
奇精机械,2023-03-31,17171961.24,19674067.47,603677,337706147.71,401408458.18,-0.05,1.517,5.4922,0.089371,4.901,15.87
火炬电子,2023-03-31,126369484.01,149770820.6,603678,375450685.47,641503752.91,0.933,2.339,11.616,0.275137,23.347,41.47
华体科技,2023-03-31,10538960.0,12249025.41,603679,92421700.16,128437289.71,0.029,1.237,5.0833,0.064586,9.537,28.04
今创集团,2023-03-31,27140816.72,29831104.72,603680,596401266.95,785365411.24,-0.062,0.559,6.2009,0.034631,3.798,24.06
永冠新材,2023-03-31,-15423783.77,-25747843.37,603681,1098196007.59,1178926848.09,-0.148,-0.628,12.5931,-0.080698,-2.184,6.85
锦和商管,2023-03-31,23183747.5,11323948.01,603682,167318693.03,246085853.78,0.313,2.021,2.4281,0.049066,4.602,32.01
晶华新材,2023-03-31,8265688.3,11067704.89,603683,249498844.55,292949553.85,-0.012,0.849,4.4822,0.038064,3.778,14.83
晨丰科技,2023-03-31,3898067.19,4536573.07,603685,215702867.5,249858793.64,0.24,0.355,6.3226,0.023065,1.816,13.67
福龙马,2023-03-31,77090143.65,130613174.79,603686,920649247.95,1205687993.62,0.03,2.367,7.8344,0.185466,10.833,23.64
大胜达,2023-03-31,19775308.01,31204325.45,603687,376372540.39,447027774.86,0.068,0.959,4.7292,0.047144,6.98,15.81
石英股份,2023-03-31,820945416.8,963976461.25,603688,192152133.47,1222991716.74,1.817,20.096,11.3073,2.272343,78.821,84.29
皖天然气,2023-03-31,104966286.65,143317322.26,603689,1614475836.61,1802760773.95,0.379,3.64,5.8839,0.219492,7.95,10.44
至纯科技,2023-03-31,62679660.26,79225511.15,603690,518040247.0,784088334.53,0.642,1.381,14.1083,0.194862,10.104,33.93
江苏新能,2023-03-31,176449632.49,250979991.42,603693,237543950.4,554494834.23,0.304,2.822,7.0146,0.19793,45.263,57.16
安记食品,2023-03-31,13304952.93,15421254.04,603696,119372381.28,145240870.7,-0.074,2.421,2.3371,0.056569,10.618,17.81
有友食品,2023-03-31,47451249.99,56322405.37,603697,154280105.29,233189022.27,-0.077,2.488,6.187,0.153953,24.153,33.84
航天工程,2023-03-31,33175729.27,29897649.39,603698,403100483.34,515332831.14,-0.33,1.047,5.9127,0.061896,5.802,21.78
纽威股份,2023-03-31,98152660.23,106010801.97,603699,778988150.14,1091695749.64,0.03,2.93,4.4726,0.131034,9.711,28.64
宁水集团,2023-03-31,10234122.9,7025261.42,603700,235046405.06,312136244.4,-0.561,0.662,7.6086,0.050354,2.251,24.7
德宏股份,2023-03-31,6734188.84,7672478.41,603701,115264238.84,148406606.44,-0.037,0.899,2.8663,0.025766,5.17,22.33
盛洋科技,2023-03-31,5311842.33,5501811.86,603703,152856550.59,197856784.78,0.053,0.63,2.8256,0.017789,2.781,22.74
东方环宇,2023-03-31,66056694.28,90368747.36,603706,328966192.68,433673236.26,0.095,4.014,8.6903,0.3488,20.838,24.14
健友股份,2023-03-31,332325165.3,379460701.72,603707,644978437.39,1307482631.58,0.076,5.111,3.9908,0.20551,29.022,50.67
家家悦,2023-03-31,137414157.4,189760138.69,603708,3697650838.59,4907711200.99,0.945,5.306,4.1041,0.225861,3.867,24.66
中源家居,2023-03-31,5961807.92,6243648.56,603709,150469698.45,207324806.57,0.012,1.035,7.199,0.074523,3.012,27.42
香飘飘,2023-03-31,5846326.71,1677852.71,603711,468422915.11,679020636.27,-0.751,0.187,7.6146,0.014233,0.247,31.01
七一二,2023-03-31,24975678.65,16380598.83,603712,268079798.73,472426069.83,-0.521,0.577,5.6117,0.032352,3.467,43.25
密尔克卫,2023-03-31,107427424.73,125954102.8,603713,2085373643.2,2349421608.82,1.874,2.767,23.4053,0.65351,5.361,11.24
塞力医疗,2023-03-31,-14907815.02,-10538292.12,603716,344956616.06,444069353.53,0.19,-1.075,6.3514,-0.073251,-2.373,22.32
天域生态,2023-03-31,-46946017.53,-69219699.12,603717,225994063.1,188942002.31,-0.439,-4.331,3.7357,-0.161801,-36.635,-19.61
海利生物,2023-03-31,14235681.29,14641058.37,603718,28297745.35,71234419.78,-0.055,1.252,1.7663,0.022105,20.553,60.28
良品铺子,2023-03-31,148689677.18,200205319.89,603719,1689300418.98,2384725480.36,0.755,5.837,6.3528,0.370797,8.395,29.16
中广天择,2023-03-31,161430.29,-2635266.79,603721,27193624.26,32450127.46,-0.02,0.03,4.1767,0.001242,-8.121,16.2
阿科力,2023-03-31,6273143.46,7284896.08,603722,124648352.3,143476476.53,-0.168,0.815,8.7581,0.071336,5.077,13.12
天安新材,2023-03-31,8123876.58,13755482.92,603725,423885195.99,536596037.53,0.19,1.526,2.5625,0.039561,2.563,21.0
朗迪集团,2023-03-31,14773250.37,18864851.76,603726,291583699.88,361834975.57,0.028,1.255,6.3434,0.079575,5.214,19.42
博迈科,2023-03-31,-18040348.65,-24588523.1,603727,331582526.14,309810615.5,-0.567,-0.545,11.7499,-0.064037,-7.937,-7.03
鸣志电器,2023-03-31,32488480.06,35595123.17,603728,398687088.22,649631103.96,0.039,1.185,6.5288,0.077342,5.479,38.63
龙韵股份,2023-03-31,-4255299.25,-5374343.23,603729,53269097.6,62327686.83,0.111,-1.269,3.5927,-0.04559,-8.623,14.53
岱美股份,2023-03-31,153819499.64,178944628.16,603730,994520401.22,1372067041.6,-0.316,3.496,4.6715,0.163335,13.042,27.52
仙鹤股份,2023-03-31,122128957.77,139136322.42,603733,1653542378.92,1837474993.83,-0.964,1.745,9.5277,0.172993,7.572,10.01
三棵树,2023-03-31,26421275.94,45329658.0,603737,1446072103.25,2053207278.54,-1.229,1.15,6.1061,0.070188,2.208,29.57
泰晶科技,2023-03-31,19118613.8,22624389.59,603738,133949925.89,175411249.56,0.38,1.048,6.5598,0.068747,12.898,23.64
蔚蓝生物,2023-03-31,10562755.37,14686668.71,603739,130689076.79,232557094.68,0.053,0.636,6.5741,0.041813,6.315,43.8
日辰股份,2023-03-31,10659491.08,12203445.47,603755,49021243.65,79976841.94,0.129,1.526,7.0854,0.108093,15.259,38.71
大元泵业,2023-03-31,60242065.52,65855876.62,603757,242427227.16,361895945.29,0.711,3.757,9.2524,0.361213,18.197,33.01
秦安股份,2023-03-31,60713069.87,71666303.41,603758,238765978.53,330534504.93,-0.098,2.229,6.2084,0.138363,21.682,27.76
海天股份,2023-03-31,32357892.24,38085744.64,603759,159307807.32,278590147.55,0.091,1.379,5.0804,0.070075,13.671,42.82
隆鑫通用,2023-03-31,184967981.6,220231422.8,603766,2236786864.72,2737019407.8,0.196,2.313,3.8945,0.090073,8.046,18.28
中马传动,2023-03-31,8031500.36,10623615.28,603767,183412090.14,222434629.87,0.17,0.545,4.7973,0.026123,4.776,17.54
常青股份,2023-03-31,53033076.51,60508617.34,603768,626687416.86,787555285.51,-0.572,2.736,9.5012,0.259966,7.683,20.43
沃格光电,2023-03-31,1063455.83,12197254.1,603773,277097166.34,346473322.56,0.399,0.077,8.0378,0.006212,3.52,20.02
永安行,2023-03-31,10188595.11,10131122.44,603776,113161822.32,124718382.83,0.235,0.306,13.4432,0.043792,8.123,9.27
来伊份,2023-03-31,71213415.26,84341842.75,603777,689252923.35,1212468282.54,0.159,3.732,5.6692,0.211592,6.956,43.15
乾景园林,2023-03-31,11609482.67,19030724.76,603778,134407840.24,170580453.25,-0.072,1.125,1.6048,0.018059,11.156,21.21
威龙股份,2023-03-31,-17735810.99,-18210071.05,603779,35774360.66,63377320.42,-0.021,-2.594,2.0548,-0.053301,-28.733,43.55
科博达,2023-03-31,131773356.98,150101918.47,603786,627048477.07,913016605.4,0.387,3.059,10.6613,0.32617,16.44,31.32
新日股份,2023-03-31,41701436.13,49593143.95,603787,997828397.28,1153190059.34,2.21,3.478,5.8776,0.204419,4.301,13.47
宁波高发,2023-03-31,28716409.22,33184561.46,603788,191793434.81,247950568.45,-0.205,1.441,8.9338,0.128736,13.384,22.65
星光农机,2023-03-31,-1102310.85,139603.83,603789,47742732.78,52928344.86,-0.029,-0.236,1.7948,-0.00424,0.264,9.8
雅运股份,2023-03-31,17556893.93,20650592.37,603790,137052927.63,191526178.43,0.104,1.468,6.2484,0.091748,10.782,28.44
联泰环保,2023-03-31,62959001.74,84786999.51,603797,186303204.5,349490397.55,-0.059,2.207,4.82,0.107785,24.26,46.69
康普顿,2023-03-31,34428490.17,43143030.44,603798,286038504.18,370949966.36,0.401,3.045,5.653,0.172142,11.63,22.89
华友钴业,2023-03-31,1024101139.05,1720523238.44,603799,16011069124.72,19110269458.36,0.508,3.768,16.0602,0.640277,9.003,16.22
道森股份,2023-03-31,17732260.85,42201319.71,603800,308901659.35,389543210.76,-1.276,1.748,4.8776,0.085251,10.834,20.7
志邦家居,2023-03-31,51540162.47,63575974.87,603801,508495086.32,805743630.15,-0.339,1.76,9.3924,0.165288,7.89,36.89
瑞斯康达,2023-03-31,-27547351.33,-26189297.44,603803,188440216.28,309934846.65,0.012,-1.429,4.4417,-0.063447,-8.45,39.2
福斯特,2023-03-31,364342580.67,398078723.96,603806,4309283856.85,4912959472.68,-0.739,2.54,10.3829,0.273624,8.103,12.29
歌力思,2023-03-31,47275662.16,76815217.52,603808,229551892.01,665561700.6,0.354,1.667,7.6831,0.128086,11.541,65.51
豪能股份,2023-03-31,43316929.28,48654737.4,603809,257837807.08,378723215.22,-0.167,2.009,5.2525,0.11001,12.847,31.92
丰山集团,2023-03-31,10385354.62,16458768.52,603810,341921806.65,395516977.68,-0.212,0.637,9.4722,0.063982,4.161,13.55
诚意药业,2023-03-31,39749555.71,41796167.73,603811,52009448.21,147830388.05,0.202,3.525,4.8233,0.170023,28.273,64.82
原尚股份,2023-03-31,-6073627.82,-5686366.3,603813,96550994.14,115158848.95,0.294,-0.879,6.5009,-0.057147,-4.938,16.16
交建股份,2023-03-31,35994285.92,49903139.15,603815,826209558.53,904194926.94,-0.828,1.629,3.5697,0.058156,5.519,8.62
顾家家居,2023-03-31,400103626.91,422642403.08,603816,2683150883.13,3953535382.26,0.185,4.322,11.2637,0.486808,10.69,32.13
海峡环保,2023-03-31,40130275.95,44731002.84,603817,160906985.72,255553633.46,0.097,1.544,4.7206,0.075101,17.504,37.04
曲美家居,2023-03-31,-96116178.26,-124034179.57,603818,675376020.42,967240842.64,0.207,-4.762,3.4362,-0.163627,-12.824,30.17
神力股份,2023-03-31,452777.09,2654959.34,603819,329296846.47,358396552.04,0.042,0.063,3.3233,0.00208,0.741,8.12
嘉澳环保,2023-03-31,10194278.7,6766457.45,603822,583550472.89,649672383.85,0.127,0.963,13.676,0.131696,1.042,10.18
百合花,2023-03-31,15613314.5,18893343.73,603823,462260294.36,553063716.69,-0.004,0.721,6.8159,0.049107,3.416,16.42
华扬联众,2023-03-31,3270713.36,1385416.36,603825,1685558345.51,1926457347.57,1.986,0.209,6.1803,0.012911,0.072,12.5
坤彩科技,2023-03-31,13484082.07,16537944.21,603826,174338738.69,241946886.46,-0.115,0.749,3.8489,0.028812,6.835,27.94
柯利达,2023-03-31,6010717.62,8363037.17,603828,341175421.71,362230716.3,-0.184,0.692,1.4581,0.010086,2.309,5.81
洛凯股份,2023-03-31,17636962.81,32058202.68,603829,286425684.99,377228677.08,-0.134,2.035,5.4159,0.110231,8.498,24.07
欧派家居,2023-03-31,152409602.72,172738108.17,603833,2617944210.33,3570331968.0,1.21,0.92,26.4887,0.250199,4.838,26.68
海程邦达,2023-03-31,30297677.6,44257867.68,603836,1293774792.15,1412333847.62,0.902,1.703,8.6667,0.147624,3.134,8.39
四通股份,2023-03-31,-8951081.66,-8559333.32,603838,35286968.89,36070146.06,-0.007,-0.864,3.2388,-0.027971,-23.73,2.17
安正时尚,2023-03-31,27406550.76,31376757.52,603839,306254502.75,603595355.05,0.159,1.302,5.2627,0.068499,5.198,49.26
正平股份,2023-03-31,-31856457.05,-31041757.62,603843,259477303.65,283748260.89,-0.6,-2.071,2.199,-0.045534,-10.94,8.55
好太太,2023-03-31,48272831.39,52319914.84,603848,149945571.37,276225222.78,0.094,2.306,5.2213,0.120381,18.941,45.72
华荣股份,2023-03-31,86035213.7,87892595.18,603855,262122363.24,610504964.68,0.011,4.565,5.5829,0.254875,14.397,57.06
东宏股份,2023-03-31,47937059.87,61063758.39,603856,510827746.27,641661000.93,0.249,2.211,8.4243,0.186245,9.517,20.39
步长制药,2023-03-31,455269033.72,518684452.5,603858,1061920884.2,3514950369.96,-0.079,3.553,11.5869,0.41162,14.757,69.79
能科科技,2023-03-31,42789031.63,62126454.68,603859,168632057.49,309861274.7,0.283,1.692,15.1836,0.256886,20.05,45.58
中公高科,2023-03-31,4027782.19,4775822.07,603860,14570472.99,28865391.82,-0.421,0.551,10.9552,0.060405,16.545,49.52
白云电器,2023-03-31,34967423.64,37189392.44,603861,656936265.71,775970755.63,-0.127,1.239,6.2265,0.080205,4.793,15.34
松炀资源,2023-03-31,-26014429.91,-25958170.97,603863,143615022.23,120033116.26,0.129,-2.989,4.2529,-0.127117,-21.626,-19.65
桃李面包,2023-03-31,138743455.14,174145670.22,603866,1122711221.25,1476034116.95,0.117,2.683,3.8786,0.104076,11.798,23.94
新化股份,2023-03-31,78334236.9,98619842.66,603867,498108108.03,662063164.17,0.26,3.672,10.9672,0.422328,14.896,24.76
飞科电器,2023-03-31,320243206.91,377600736.32,603868,603352009.52,1373916955.57,1.327,8.543,8.6052,0.735177,27.484,56.09
新智认知,2023-03-31,7711517.45,7764973.34,603869,110614592.63,185473761.46,-0.122,0.194,7.8923,0.015285,4.187,40.36
嘉友国际,2023-03-31,202242163.87,229784365.37,603871,1317589033.28,1583762936.31,0.495,4.723,8.5637,0.404445,14.509,16.81
鼎胜新材,2023-03-31,154683820.37,186477163.89,603876,3878919675.14,4508576861.36,0.271,2.391,13.0448,0.315385,4.136,13.97
太平鸟,2023-03-31,217247884.5,297552807.38,603877,829377579.22,2073612337.43,0.304,4.958,9.0615,0.455974,14.349,60.0
武进不锈,2023-03-31,72629535.29,80972351.07,603878,744221218.6,867987240.32,-0.203,2.738,6.6187,0.18123,9.329,14.26
永悦科技,2023-03-31,-6000839.1,-7952055.75,603879,55063301.64,60016694.44,-0.117,-1.211,1.3685,-0.016563,-13.25,8.25
ST南卫,2023-03-31,6930672.43,7919872.69,603880,199390017.36,226130904.54,0.07,1.099,2.156,0.023697,3.502,11.83
数据港,2023-03-31,35082728.33,45725744.61,603881,262728885.06,372041050.45,0.524,1.15,9.2775,0.106658,12.291,29.38
金域医学,2023-03-31,149613208.46,164440700.8,603882,1314646539.73,2117566265.14,0.47,1.703,18.8016,0.320163,7.766,37.92
老百姓,2023-03-31,291333643.0,416477691.0,603883,3645180830.0,5440515517.0,1.452,4.318,11.5363,0.498089,7.655,33.0
吉祥航空,2023-03-31,165140301.82,211731150.05,603885,3911429128.36,4441651753.63,0.556,1.765,4.2262,0.074589,4.767,11.94
元祖股份,2023-03-31,-8809500.49,-2634172.59,603886,186345586.91,447667887.73,0.009,-0.547,6.7159,-0.036706,-0.588,58.37
城地香江,2023-03-31,-14312517.19,-13190878.21,603887,443570111.94,540910981.33,-0.256,-0.421,6.8305,-0.031752,-2.439,18.0
新华网,2023-03-31,25817570.0,27643601.46,603888,224403862.23,324830768.2,-0.319,0.783,6.3566,0.049742,8.51,30.92
新澳股份,2023-03-31,90114766.3,108092008.68,603889,789295664.63,977655408.39,-0.525,2.956,5.9577,0.176093,11.056,19.27
春秋电子,2023-03-31,-29044692.78,-28236871.83,603890,597824370.82,694590589.54,0.476,-1.069,5.9083,-0.066155,-4.065,13.93
瑞芯微,2023-03-31,-18378664.3,-41222448.78,603893,219234645.16,329365990.64,0.14,-0.63,6.9875,-0.043993,-12.516,33.44
天永智能,2023-03-31,7611311.87,7296663.69,603895,160938340.6,194361760.59,-0.869,1.588,4.4344,0.070423,3.754,17.2
寿仙谷,2023-03-31,62610490.08,60400845.43,603896,33950446.98,206156004.83,0.399,3.172,9.5598,0.317489,29.299,83.53
长城科技,2023-03-31,30619576.11,39979753.97,603897,2277601037.49,2357151499.87,-0.036,1.103,13.4474,0.148325,1.696,3.37
好莱客,2023-03-31,12007819.75,11280849.08,603898,224188375.3,347762973.17,-0.037,0.393,9.4995,0.038575,3.244,35.53
晨光股份,2023-03-31,333575984.76,410690091.68,603899,3920892716.97,4881597128.81,0.146,4.67,7.7065,0.359871,8.413,19.68
莱绅通灵,2023-03-31,15815433.29,19329332.78,603900,111159406.33,250089934.11,0.252,0.714,6.436,0.045932,7.729,55.55
永创智能,2023-03-31,74314260.68,94440422.08,603901,519042145.32,747881842.27,-0.31,2.836,5.0626,0.152232,12.628,30.6
中持股份,2023-03-31,2935770.39,893114.0,603903,114002647.91,181365185.04,-0.438,0.176,6.5184,0.011498,0.492,37.14
龙蟠科技,2023-03-31,-222743444.4,-332353604.58,603906,1934412617.09,2083647355.13,-0.815,-4.989,7.9009,-0.394181,-15.951,7.16
牧高笛,2023-03-31,28877223.56,35487184.34,603908,252225278.24,343143348.59,-0.404,5.13,8.4409,0.433007,10.342,26.5
建发合诚,2023-03-31,6915280.8,10283795.26,603909,244968906.48,288073178.26,-0.303,0.734,4.6998,0.034487,3.57,14.96
佳力图,2023-03-31,4290578.56,7317643.28,603912,84850976.54,111291338.81,-0.412,0.226,4.7904,0.011088,6.575,23.76
国茂股份,2023-03-31,80390124.87,86728204.93,603915,455739724.2,625727453.88,0.046,2.397,5.0652,0.121391,13.86,27.17
苏博特,2023-03-31,40421563.15,71182914.39,603916,422195619.96,665619985.63,0.289,0.955,9.8168,0.096171,10.694,36.57
合力科技,2023-03-31,13234687.16,14610779.61,603917,86494206.43,126211698.17,-0.047,1.218,6.9289,0.084405,11.576,31.47
金桥信息,2023-03-31,4519566.75,5069977.63,603918,117146582.74,172812128.17,-0.181,0.416,2.9536,0.012289,2.934,32.21
金徽酒,2023-03-31,181808188.72,220986136.73,603919,312897393.26,893255321.04,0.461,5.458,6.567,0.358412,24.739,64.97
世运电路,2023-03-31,75030022.28,84102082.94,603920,821978938.88,1015156041.4,0.746,2.458,5.5104,0.140987,8.285,19.03
金鸿顺,2023-03-31,-13130675.77,-15726573.64,603922,75057700.8,80576932.94,-0.061,-1.282,8.0021,-0.102583,-19.517,6.85
铁流股份,2023-03-31,22830716.9,21983426.54,603926,412744261.01,502675769.59,0.121,1.419,7.0121,0.099466,4.373,17.89
中科软,2023-03-31,23033082.87,18698647.24,603927,869207141.05,1275792207.65,-1.565,0.828,4.6847,0.038802,1.466,31.87
兴业股份,2023-03-31,19958866.16,25648120.58,603928,307795847.02,364691229.02,0.487,1.321,7.4922,0.099002,7.033,15.6
亚翔集成,2023-03-31,32623272.18,41124735.74,603929,277697269.17,322763271.49,2.818,2.837,5.3889,0.152902,12.741,13.96
格林达,2023-03-31,27878442.37,31786610.62,603931,109428053.63,161378448.92,0.198,2.035,6.8634,0.139701,19.697,32.19
睿能科技,2023-03-31,16800039.41,15619886.84,603933,364471504.93,465485065.02,0.152,1.339,5.9606,0.079807,3.356,21.7
博敏电子,2023-03-31,20991609.67,20378960.99,603936,562926085.91,655654479.27,-0.031,0.406,10.1242,0.041078,3.108,14.14
丽岛新材,2023-03-31,14662325.33,17970629.99,603937,336399825.7,370234678.13,0.204,0.924,7.5934,0.070195,4.854,9.14
三孚股份,2023-03-31,101154987.8,114279748.87,603938,409353923.65,573946676.41,0.357,4.251,8.7077,0.37012,19.911,28.68
益丰药房,2023-03-31,336477177.44,501654127.91,603939,3177365412.07,5266053201.98,1.786,3.733,12.4896,0.466225,9.526,39.66
建业股份,2023-03-31,92209896.48,107608608.58,603948,544241896.79,703023072.68,0.39,4.441,12.7749,0.567341,15.307,22.59
雪龙集团,2023-03-31,18529089.54,21390374.1,603949,63252159.91,98869896.08,0.085,1.803,4.8691,0.087803,21.635,36.02
长源东谷,2023-03-31,65641105.43,72648411.51,603950,314789341.09,403368369.32,0.472,2.831,10.0141,0.28352,18.01,21.96
大千生态,2023-03-31,1055371.11,8300933.93,603955,26176315.91,30709151.15,-0.261,0.065,11.9421,0.007776,27.031,14.76
威派格,2023-03-31,-44419420.36,-57330617.55,603956,68057148.5,156477153.94,-0.203,-2.205,3.7797,-0.087365,-36.638,56.51
哈森股份,2023-03-31,-12173654.07,-9869838.32,603958,83824995.4,183767505.72,-0.022,-1.523,3.611,-0.054995,-5.371,54.39
