code,pubdate,statdate,updatedate,resstotalasset,ressnetasset,ressepschgpct,ressroewa,ressepsdiluted,ressgryoy,ressopyoy
sh.600603,2020-04-18,2020-03-31,2020-04-18,16819500000.0,6056760000.0,0.333333,2.12,0.12,0.326334,0.242666
sh.600603,2020-07-24,2020-06-30,2020-07-24,17219000000.0,6193000000.0,0.4375,5.09,0.23,0.657997,0.533074
sh.600603,2020-10-16,2020-09-30,2020-10-16,18043000000.0,6256000000.0,0.217391,5.31,0.28,0.377119,0.329577
sh.600606,2016-07-19,2016-06-30,2016-07-19,618452000000.0,54292900000.0,0.053785,8.35,0.38,337372.0,0.221623
sh.600606,2017-01-12,2016-12-31,2017-01-12,692655000000.0,57301200000.0,0.078791,14.17,0.64,809347.0,0.410602
sh.600606,2017-07-19,2017-06-30,2017-07-19,745298000000.0,57946300000.0,0.002874,7.91,0.38,0.154167,0.321797
sh.600606,2018-01-12,2017-12-31,2018-01-12,809677000000.0,62576800000.0,0.144197,15.09,0.74,0.118088,0.244306
sh.600606,2018-07-20,2018-06-30,2018-07-20,903370000000.0,64354100000.0,0.105672,9.07,0.49,0.253235,0.396339
sh.600606,2018-10-22,2018-09-30,2018-10-22,951482000000.0,65889600000.0,0.191539,13.49,0.73,0.292001,0.411774
sh.600606,2019-01-16,2018-12-31,2019-01-16,1003700000000.0,67983000000.0,0.297297,17.33,0.96,0.208651,0.228707
sh.600606,2019-07-12,2019-06-30,2019-07-12,994773000000.0,74995800000.0,0.44,12.16,0.72,0.275412,0.420676
sh.600606,2020-01-08,2019-12-31,2020-01-08,1091390000000.0,79896000000.0,0.311828,19.51,1.22,0.211623,0.266579
sh.600606,2020-07-22,2020-06-30,2020-07-22,1201910000000.0,77647500000.0,-0.108108,10.46,0.66,0.041365,-0.0783
sh.600606,2021-01-21,2020-12-31,2021-01-21,1349130000000.0,83397300000.0,-0.066116,17.27,1.13,0.124306,-0.011441
sh.600606,2021-07-14,2021-06-30,2021-07-14,1399510000000.0,90935300000.0,0.030303,9.21,0.68,0.347421,0.038189
sh.600606,2022-01-29,2021-12-31,2022-01-29,1297930000000.0,91296800000.0,-0.512195,8.58,0.6,0.17294,-0.308199
sh.600606,2022-08-04,2022-06-30,2022-08-04,1359820000000.0,93985300000.0,-0.53125,4.55,0.3,-0.276363,-0.417845
sh.600610,2016-04-14,2015-12-31,2016-04-14,1241910000.0,1158930000.0,-0.099414,-0.61,-0.01,0.60698,-1.95256
sh.600612,2015-03-10,2014-12-31,2015-03-10,11571800000.0,3946040000.0,0.095666,25.82,1.7967,-0.004537,0.204754
sh.600612,2016-03-10,2015-12-31,2016-03-10,11560100000.0,4542400000.0,0.339221,26.33,2.1359,0.087631,0.0
sh.600612,2017-03-10,2016-12-31,2017-03-10,14056100000.0,5061430000.0,-0.114439,21.83,2.0215,-0.020962,0.0
sh.600612,2018-03-13,2017-12-31,2018-03-13,13424100000.0,5607410000.0,0.150462,21.13,2.172,0.138617,0.119569
sh.600612,2019-03-08,2018-12-31,2019-03-08,15486200000.0,6195780000.0,0.064042,20.33,2.3111,0.099837,0.103423
sh.600612,2020-03-17,2019-12-31,2020-03-17,17181000000.0,7019970000.0,0.168939,21.16,2.6916,0.133476,0.167753
sh.600612,2021-03-04,2020-12-31,2021-03-04,19563300000.0,7964900000.0,0.12643,21.03,3.0319,0.04217,0.136
sh.600612,2022-03-03,2021-12-31,2022-03-03,22274900000.0,9191140000.0,0.183021,21.74,3.5868,0.134746,0.155613
sh.600612,2023-03-03,2022-12-31,2023-03-03,26004800000.0,10128100000.0,-0.093788,17.38,3.2504,0.073595,-0.066557
sh.600618,2015-07-16,2015-06-30,2015-07-16,5938320000.0,2123490000.0,0.000587,-2.268,-0.0421,0.140691,0.068617
sh.600618,2016-01-18,2015-12-31,2016-01-18,4848350000.0,2261180000.0,0.594736,4.3043,0.0824,0.014337,0.817113
sh.600618,2016-07-15,2016-06-30,2016-07-15,4900490000.0,2285940000.0,0.052722,0.5425,0.0107,-0.016516,1.23751
sh.600618,2022-03-11,2021-12-31,2022-03-11,9300490000.0,6865280000.0,1.92127,29.52,1.5325,0.363193,2.00681
sh.600620,2021-03-11,2020-12-31,2021-03-11,2940060000.0,2377760000.0,0.6,4.05,0.16,-0.254116,0.608564
sh.600621,2018-01-20,2017-12-31,2018-01-20,17338800000.0,6523280000.0,0.35726,13.32,0.77,6.65813,1.10598
sh.600621,2021-03-11,2020-12-31,2021-03-11,27266900000.0,6906820000.0,10.1667,10.8,0.67,0.398642,19.531
sh.600623,2022-03-10,2021-12-31,2022-03-10,52815700000.0,21462000000.0,5.95,14.73,1.39,0.360906,5.55511
sh.600626,2015-04-01,2014-12-31,2015-04-01,3969020000.0,2254640000.0,-0.06316,6.74,0.2078,0.009631,-0.07605
sh.600629,2018-01-24,2017-12-31,2018-01-24,7605600000.0,2482700000.0,0.037482,12.54,0.6224,0.0,0.291819
sh.600630,2015-03-12,2014-12-31,2015-03-12,2297620000.0,1631720000.0,0.026643,3.97,0.15,0.766646,0.320072
sh.600639,2015-03-05,2014-12-31,2015-03-05,12415800000.0,5811180000.0,0.002637,8.24,0.4627,0.339896,0.165668
sh.600639,2016-03-05,2015-12-31,2016-03-05,17701700000.0,9098430000.0,0.037228,6.35,0.4706,-0.21659,-0.045995
sh.600639,2017-03-03,2016-12-31,2017-03-03,18141600000.0,8646180000.0,0.12939,6.95,0.5495,-0.020223,0.178784
sh.600639,2018-03-02,2017-12-31,2018-03-02,20484600000.0,8939280000.0,0.107544,8.39,0.657,0.139186,0.367618
sh.600639,2019-03-04,2018-12-31,2019-03-04,20346900000.0,8838070000.0,0.324962,11.25,0.8705,0.649788,0.319866
sh.600639,2020-03-21,2019-12-31,2020-03-21,24605000000.0,9925470000.0,0.110396,11.62,0.9666,0.21399,0.115128
sh.600639,2021-03-05,2020-12-31,2021-03-05,30030100000.0,10760000000.0,0.021001,10.67,0.9869,0.071842,0.026517
sh.600639,2022-03-02,2021-12-31,2022-03-02,33267800000.0,12339200000.0,0.465194,14.26,1.446,0.28496,0.446413
sh.600639,2023-03-04,2022-12-31,2023-03-04,34547700000.0,12811800000.0,-0.024274,12.76,1.4109,0.094505,-0.021748
sh.600640,2016-04-18,2015-12-31,2016-04-18,3688610000.0,2546690000.0,-0.077431,1.8216,0.0864,17.3719,-0.587343
sh.600643,2015-02-27,2014-12-31,2015-02-27,7900760000.0,5151940000.0,0.032959,10.38,0.464,23.5699,0.14074
sh.600643,2016-01-27,2015-12-31,2016-01-27,10731900000.0,5748470000.0,0.031042,10.22,0.388,0.196473,0.11963
sh.600643,2020-07-14,2020-06-30,2020-07-14,10336400000.0,7677680000.0,0.0,0.0,0.0,-0.087298,-0.125745
sh.600644,2015-07-09,2015-06-30,2015-07-09,2594380000.0,932577000.0,0.017475,4.15,0.07,0.588234,5.25044
sh.600644,2016-04-12,2016-03-31,2016-04-12,2514360000.0,1042200000.0,0.036305,3.12,0.059,1.02235,2.32728
sh.600644,2016-10-17,2016-09-30,2016-10-17,2629140000.0,1256520000.0,0.352111,21.74,0.458,0.912056,1.84204
sh.600644,2017-04-19,2017-03-31,2017-04-19,2512410000.0,1250960000.0,-0.004643,2.39,0.055,0.05305,-0.151993
sh.600644,2017-07-19,2017-06-30,2017-07-19,2814990000.0,1282190000.0,-0.194227,4.84,0.113,0.709588,-0.518191
sh.600644,2017-10-13,2017-09-30,2017-10-13,2994350000.0,1338950000.0,-0.264487,8.16,0.193,0.0587,-0.465153
sh.600644,2018-04-21,2018-03-31,2018-04-21,3036930000.0,1291170000.0,-0.02415,1.29,0.031,0.061977,-0.369048
sh.600644,2018-07-18,2018-06-30,2018-07-18,3221490000.0,1333960000.0,-0.004929,4.45,0.1077,0.077934,-0.000913
sh.600644,2018-10-19,2018-09-30,2018-10-19,3387280000.0,1412340000.0,0.061298,10.15,0.253,0.083207,0.183761
sh.600644,2019-04-17,2019-03-31,2019-04-17,3420740000.0,1410060000.0,2.19355,3.85,0.099,-0.003653,1.68427
sh.600644,2019-07-17,2019-06-30,2019-07-17,3537920000.0,1472020000.0,0.952646,7.99,0.2103,-0.011787,0.688895
sh.600644,2020-01-21,2019-12-31,2020-01-21,3751140000.0,1451500000.0,0.103196,6.36,0.1657,0.024357,0.170911
sh.600644,2020-04-14,2020-03-31,2020-04-14,3749280000.0,1523330000.0,-0.231547,2.71,0.076,-0.014137,-0.585991
sh.600644,2020-07-15,2020-06-30,2020-07-15,3954720000.0,1584800000.0,-0.136472,6.37,0.1816,0.000446,-0.324511
sh.600644,2020-10-13,2020-09-30,2020-10-13,3993970000.0,1661380000.0,0.059882,11.08,0.3239,0.030023,-0.093352
sh.600644,2021-01-27,2020-12-31,2021-01-27,3996910000.0,1589180000.0,0.147254,6.66,0.1901,0.032987,-0.090208
sh.600644,2021-04-14,2021-03-31,2021-04-14,3881070000.0,1629170000.0,-0.088507,2.31,0.069,0.204677,0.538989
sh.600644,2021-07-15,2021-06-30,2021-07-15,3868950000.0,1675730000.0,-0.143172,5.13,0.1556,0.180796,0.064139
sh.600644,2021-10-19,2021-09-30,2021-10-19,3978870000.0,1764280000.0,-0.011732,10.28,0.3201,0.155113,0.094195
sh.600644,2022-01-18,2021-12-31,2022-01-18,3976640000.0,1722510000.0,0.144433,7.08,0.2179,0.131614,-0.018454
sh.600644,2022-07-20,2022-06-30,2022-07-20,4009010000.0,1805850000.0,0.02635,4.88,0.1597,0.184245,0.052978
sh.600644,2022-10-13,2022-09-30,2022-10-13,4065220000.0,1830800000.0,-0.356139,6.25,0.2061,0.113446,-0.301038
sh.600644,2023-01-20,2022-12-31,2023-01-20,4067570000.0,1790460000.0,-0.399725,4.02,0.1311,0.117202,-0.182413
sh.600648,2015-03-05,2014-12-31,2015-03-05,26156600000.0,8888620000.0,0.135172,9.84,0.64,0.099214,0.295849
sh.600648,2016-03-04,2015-12-31,2016-03-04,28980000000.0,9016620000.0,-0.139661,6.03,0.48,0.017228,-0.183877
sh.600648,2016-08-23,2016-06-30,2016-08-23,28499400000.0,9018630000.0,0.048418,3.97,0.32,14.3203,0.181741
sh.600648,2017-03-10,2016-12-31,2017-03-10,29611700000.0,9416790000.0,0.161512,7.7957,0.64,0.096553,0.317946
sh.600648,2018-03-03,2017-12-31,2018-03-03,30552600000.0,9934120000.0,0.015046,7.6295,0.65,0.034605,0.020818
sh.600648,2019-03-05,2018-12-31,2019-03-05,31081800000.0,10187700000.0,0.089552,8.1114,0.73,-0.137243,0.119137
sh.600648,2020-03-26,2019-12-31,2020-03-26,34847900000.0,10548900000.0,0.054795,7.9,0.77,0.155012,0.098824
sh.600648,2021-03-05,2020-12-31,2021-03-05,39296200000.0,10957300000.0,-0.168831,6.69,0.64,0.134762,-0.245168
sh.600648,2022-03-04,2021-12-31,2022-03-04,42864200000.0,11691000000.0,0.296875,8.29,0.83,-0.130628,0.315997
sh.600648,2023-03-04,2022-12-31,2023-03-04,41702200000.0,11993400000.0,0.313253,10.62,1.09,0.039269,0.251147
sh.600649,2018-01-30,2017-12-31,2018-01-30,37848100000.0,19092900000.0,-0.131539,9.25,0.67,1906.01,-0.217086
sh.600651,2020-03-31,2019-12-31,2020-03-31,9897550000.0,-1631070000.0,-0.498954,0.0,-1.676,-0.113445,0.454319
sh.600655,2015-03-04,2014-12-31,2015-03-04,13831700000.0,7510110000.0,0.014275,14.396,0.697,70.4849,-0.099478
sh.600657,2015-01-31,2014-12-31,2015-01-31,37711000000.0,7789000000.0,0.040742,10.28,0.5,0.085714,0.16792
sh.600657,2016-02-05,2015-12-31,2016-02-05,52404000000.0,8444000000.0,0.060568,10.54,0.56,0.670436,0.105656
sh.600658,2015-01-23,2014-12-31,2015-01-23,4271580000.0,3018810000.0,0.000534,17.1,0.86,-0.060084,-0.01112
sh.600658,2015-08-01,2015-06-30,2015-08-01,4303690000.0,2925840000.0,-0.629844,1.25,0.07,-0.850484,-0.916245
sh.600658,2016-01-22,2015-12-31,2016-01-22,5211360000.0,3393370000.0,0.041945,16.21,0.9,0.259743,0.096238
sh.600658,2016-07-20,2016-06-30,2016-07-20,5424710000.0,3337240000.0,0.108509,2.96,0.17,1.23029,2.03783
sh.600658,2017-01-21,2016-12-31,2017-01-21,8996550000.0,5989070000.0,-0.140931,11.51,0.63,-0.12896,-0.206693
sh.600658,2017-07-18,2017-06-30,2017-07-18,8044930000.0,5919020000.0,-0.038892,1.19,0.09,-0.19555,-0.426491
sh.600658,2018-01-26,2017-12-31,2018-01-26,11325800000.0,6356610000.0,0.112703,8.27,0.64,0.407935,0.201794
sh.600658,2019-01-25,2018-12-31,2019-01-25,13976700000.0,6583090000.0,-0.4375,6.24,0.36,0.046142,-0.119955
sh.600660,2020-03-28,2019-12-31,2020-03-28,38826300000.0,21370400000.0,-0.292683,14.11,1.16,0.043456,-0.313133
sh.600661,2016-03-16,2015-12-31,2016-03-16,1860760000.0,837040000.0,-0.011507,7.31,0.232,57.5445,-0.528087
sh.600662,2022-03-04,2021-12-31,2022-03-04,13714000000.0,3799000000.0,4.59567,17.22,0.31,-0.476413,0.077886
sh.600663,2015-03-05,2014-12-31,2015-03-05,45620700000.0,11528500000.0,0.09914,14.68,0.8575,2.1901,0.110318
sh.600663,2016-03-07,2015-12-31,2016-03-07,52448900000.0,12997300000.0,0.159836,15.66,1.0173,0.100541,0.209681
sh.600663,2017-03-07,2016-12-31,2017-03-07,79825800000.0,13657600000.0,0.143584,12.13,0.7879,1.27426,0.246017
sh.600663,2018-03-06,2017-12-31,2018-03-06,81180100000.0,14319100000.0,0.143131,22.19,0.931,-0.271923,0.155838
sh.600663,2019-03-06,2018-12-31,2019-03-06,78112600000.0,16094900000.0,0.070462,22.03,0.9966,0.355423,0.118331
sh.600663,2021-03-06,2020-12-31,2021-03-06,101354000000.0,20264500000.0,0.091059,21.24,0.9945,-0.020186,0.053556
sh.600663,2022-03-04,2021-12-31,2022-03-04,120896000000.0,22573200000.0,0.07451,20.45,1.0686,-0.041637,-0.064619
sh.600663,2023-03-04,2022-12-31,2023-03-04,125697000000.0,21527400000.0,-0.748362,4.92,0.2689,-0.152086,-0.678397
sh.600664,2023-01-13,2022-12-31,2023-01-13,13446300000.0,4298500000.0,0.133333,10.57,0.17,0.085214,0.054635
sh.600665,2018-08-16,2018-06-30,2018-08-16,23898100000.0,3192970000.0,0.138166,7.1,0.2596,0.737056,1.25043
sh.600667,2020-04-03,2019-12-31,2020-04-03,20054200000.0,6832140000.0,0.111111,9.45,0.3,0.081135,0.077201
sh.600667,2020-07-11,2020-06-30,2020-07-11,20614700000.0,6841600000.0,0.071429,4.53,0.15,0.001408,0.082143
sh.600667,2021-02-10,2020-12-31,2021-02-10,21835500000.0,7281300000.0,0.3,11.7,0.39,0.052468,0.300766
sh.600667,2021-07-14,2021-06-30,2021-07-14,22578100000.0,7456250000.0,0.266667,5.27,0.19,0.217885,0.184333
sh.600667,2022-02-15,2021-12-31,2022-02-15,24644900000.0,8009760000.0,0.075,11.68,0.43,0.359767,0.077131
sh.600671,2020-04-30,2019-12-31,2020-04-30,540843000.0,103997000.0,-5.20869,60.618,0.3973,-0.162229,0.0
sh.600673,2017-02-16,2016-12-31,2017-02-16,11151200000.0,3638560000.0,0.005689,3.15,0.05,0.0,1.62223
sh.600673,2022-03-11,2021-12-31,2022-03-11,22144300000.0,8655740000.0,1.07143,11.09,0.29,0.234045,0.179762
sh.600674,2015-10-10,2015-09-30,2015-10-10,23620200000.0,17537600000.0,0.067726,18.76,0.73,143.583,0.098519
sh.600674,2016-01-16,2015-12-31,2016-01-16,24217300000.0,18216200000.0,0.085665,22.28,0.88,58.9959,0.109465
sh.600674,2016-04-08,2016-03-31,2016-04-08,25161600000.0,19125000000.0,0.034139,4.94,0.2094,16.7086,0.164591
sh.600674,2016-07-07,2016-06-30,2016-07-07,24517600000.0,18411500000.0,-0.031832,7.39,0.3174,19.9559,-0.092002
sh.600674,2016-10-11,2016-09-30,2016-10-11,25939500000.0,19815700000.0,-0.091778,14.58,0.6363,-0.119212,-0.131201
sh.600674,2017-01-11,2016-12-31,2017-01-11,26830600000.0,20576400000.0,-0.070644,18.37,0.8091,-0.100604,-0.088741
sh.600674,2017-04-11,2017-03-31,2017-04-11,27656200000.0,21336700000.0,-0.025712,3.86,0.1834,-0.032174,-0.112209
sh.600674,2017-07-08,2017-06-30,2017-07-08,28965900000.0,20437600000.0,-0.038205,6.01,0.2791,-0.306059,-0.123138
sh.600674,2017-10-11,2017-09-30,2017-10-11,29283900000.0,22065500000.0,0.012629,13.37,0.65,-0.210729,0.022556
sh.600674,2018-01-09,2017-12-31,2018-01-09,28990700000.0,22449900000.0,-0.062551,15.0,0.7363,-0.20909,-0.078252
sh.600674,2018-04-11,2018-03-31,2018-04-11,31356600000.0,23304500000.0,0.005325,3.63,0.19,0.021309,0.050759
sh.600674,2018-07-11,2018-06-30,2018-07-11,31218400000.0,22426100000.0,-0.015165,5.32,0.2644,-0.039562,-0.044092
sh.600674,2018-10-13,2018-09-30,2018-10-13,31285300000.0,24054800000.0,-0.019626,12.57,0.6295,0.08646,-0.026823
sh.600674,2019-01-12,2018-12-31,2019-01-12,32008300000.0,24828800000.0,0.092233,15.41,0.81,0.095554,-0.034736
sh.600674,2019-07-12,2019-06-30,2019-07-12,33400700000.0,24672800000.0,-0.008706,4.58,0.2619,-0.056513,-0.017226
sh.600674,2019-10-15,2019-09-30,2019-10-15,34043700000.0,26142300000.0,-0.050675,10.23,0.5976,-0.037664,-0.049338
sh.600674,2020-01-11,2019-12-31,2020-01-11,37464000000.0,27111600000.0,-0.179162,11.43,0.6657,-0.03749,-0.070224
sh.600674,2020-04-15,2020-03-31,2020-04-15,37418700000.0,27655400000.0,-0.294118,1.92,0.12,-0.244351,-0.28817
sh.600674,2020-07-09,2020-06-30,2020-07-09,39344700000.0,26876500000.0,0.078596,4.52,0.2827,-0.0388,0.080904
sh.600674,2020-10-13,2020-09-30,2020-10-13,41371700000.0,28342000000.0,0.03012,9.6,0.6156,0.13531,0.033206
sh.600674,2021-01-11,2020-12-31,2021-01-11,41285200000.0,28765800000.0,0.063181,11.26,0.7118,0.240268,0.064383
sh.600674,2021-04-14,2021-03-31,2021-04-14,41853800000.0,29462600000.0,0.257334,2.22,0.15,0.270657,0.211393
sh.600674,2021-07-10,2021-06-30,2021-07-10,44237800000.0,29588400000.0,0.056323,4.46,0.2982,0.524892,0.056752
sh.600674,2021-10-13,2021-09-30,2021-10-13,45117100000.0,31313000000.0,0.025512,9.2,0.6311,0.37294,0.029866
sh.600674,2022-01-12,2021-12-31,2022-01-12,48656400000.0,31661400000.0,-0.022556,10.21,0.702,0.226307,-0.022366
sh.600674,2022-04-12,2022-03-31,2022-04-12,49007800000.0,31721000000.0,-0.136426,1.78,0.1266,-0.181845,-0.159113
sh.600674,2022-07-06,2022-06-30,2022-07-06,53002200000.0,31003100000.0,0.189117,4.97,0.354,0.018076,0.174919
sh.600674,2022-10-15,2022-09-30,2022-10-15,53349000000.0,32479800000.0,0.049754,9.07,0.6625,-0.010809,0.039198
sh.600674,2023-01-12,2022-12-31,2023-01-12,54053400000.0,33188500000.0,0.132544,10.89,0.7938,0.122414,0.131063
sh.600674,2023-04-10,2023-03-31,2023-04-10,59183900000.0,34885000000.0,1.01185,3.31,0.2547,0.440587,1.07229
sh.600679,2022-04-30,2022-03-31,2022-04-30,3364190000.0,2491070000.0,0.043764,0.9908,0.0477,-0.2321,-0.056086
sh.600682,2017-01-07,2016-12-31,2017-01-07,18301900000.0,2646950000.0,0.025119,15.13,0.47,7.23481,-0.085685
sh.600684,2015-07-08,2015-06-30,2015-07-08,7319520000.0,2130860000.0,-0.063968,5.52,0.16,0.815028,-0.279313
sh.600684,2016-01-22,2015-12-31,2016-01-22,10348200000.0,2301570000.0,0.024717,13.14,0.4,2.9462,0.269356
sh.600684,2016-07-20,2016-06-30,2016-07-20,11710300000.0,2403170000.0,0.058326,6.68,0.22,1.00909,0.571193
sh.600686,2015-03-12,2014-12-31,2015-03-12,18211500000.0,2430090000.0,0.032046,10.43,0.55,0.030839,0.243476
sh.600686,2015-08-05,2015-06-30,2015-08-05,20268100000.0,3528260000.0,0.113378,5.25,0.24,2443.78,1.07299
sh.600686,2015-10-20,2015-09-30,2015-10-20,22880700000.0,3645180000.0,0.220918,8.67,0.44,2562.94,1.53469
sh.600686,2016-03-30,2015-12-31,2016-03-30,25381200000.0,3868560000.0,0.451822,15.9,0.95,0.25077,1.47366
sh.600690,2018-04-04,2017-12-31,2018-04-04,151483000000.0,32175000000.0,0.309025,23.59,1.136,0.336787,0.375177
sh.600699,2015-08-06,2015-06-30,2015-08-06,7673630000.0,2447330000.0,0.050125,7.63,0.3,0.0,0.25827
sh.600699,2016-03-23,2015-12-31,2016-03-23,11406700000.0,3779410000.0,0.077017,13.71,0.61,0.0,0.21109
sh.600702,2016-01-28,2015-12-31,2016-01-28,3761080000.0,2245440000.0,-0.019728,0.3,0.02,0.237789,-0.14734
sh.600702,2016-04-14,2016-03-31,2016-04-14,3819450000.0,2257750000.0,0.02236,0.53,0.0353,0.733354,1.17153
sh.600702,2016-08-16,2016-06-30,2016-08-16,3742090000.0,2271670000.0,0.048704,1.03,0.0687,0.624537,2.48208
sh.600702,2022-02-18,2021-12-31,2022-02-18,8093440000.0,4794120000.0,1.15454,29.32,3.7601,0.837971,1.17937
sh.600703,2017-07-20,2017-06-30,2017-07-20,24132900000.0,18166600000.0,0.134488,8.33,0.37,0.0,1.03215
sh.600704,2016-04-13,2015-12-31,2016-04-13,72998000000.0,14877600000.0,0.009059,9.53,0.6,11857.3,0.002654
sh.600704,2022-02-24,2021-12-31,2022-02-24,129905000000.0,30273600000.0,0.442308,14.64,0.75,0.394231,0.335763
sh.600705,2022-03-05,2021-12-31,2022-03-05,457448000000.0,41571700000.0,0.378378,10.18,0.51,0.040542,0.087276
sh.600706,2020-08-13,2020-06-30,2020-08-13,3020500000.0,941844000.0,-2.44444,-11.12,-0.52,-0.469817,-2.79325
sh.600707,2016-03-18,2015-12-31,2016-03-18,6151710000.0,1562760000.0,1.45848,3.5,0.07,0.071096,0.655963
sh.600708,2015-03-24,2014-12-31,2015-03-24,5556150000.0,1594500000.0,0.006053,10.76,0.3222,323.493,1.12506
sh.600710,2017-07-28,2017-06-30,2017-07-28,41134600000.0,3805300000.0,0.120139,4.35,0.13,83.5587,0.883556
sh.600710,2022-03-11,2021-12-31,2022-03-11,54609500000.0,5666460000.0,0.404762,13.67,0.59,0.710946,0.388084
sh.600710,2022-07-22,2022-06-30,2022-07-22,59368500000.0,5746120000.0,0.206897,7.71,0.35,-0.032695,0.163063
sh.600710,2023-01-13,2022-12-31,2023-01-13,52853400000.0,6220980000.0,0.169492,15.18,0.69,-0.104774,0.157141
sh.600722,2015-07-18,2015-06-30,2015-07-18,3002860000.0,476902000.0,-0.037447,-24.66,-0.1972,-0.419703,0.181838
sh.600727,2015-10-22,2015-09-30,2015-10-22,1326230000.0,1054470000.0,0.050356,2.48,0.07,0.0,2.42974
sh.600727,2016-04-09,2016-03-31,2016-04-09,1371280000.0,1060660000.0,-0.012851,0.45,0.01,0.0,-0.490631
sh.600727,2018-10-15,2018-09-30,2018-10-15,1534330000.0,1246700000.0,0.114461,7.14,0.24,0.253098,0.739376
sh.600727,2021-03-19,2020-12-31,2021-03-19,4566670000.0,2683470000.0,0.297872,8.03,0.61,0.059111,-0.048223
sh.600727,2022-03-09,2021-12-31,2022-03-09,6185130000.0,3024680000.0,0.660714,17.36,0.93,0.545727,0.946976
sh.600728,2022-03-05,2021-12-31,2022-03-05,11024700000.0,5689230000.0,2.41791,5.66,0.1832,0.460201,3.51208
sh.600728,2023-04-13,2022-12-31,2023-04-13,11180300000.0,5419970000.0,-1.83269,-4.76,-0.1513,-0.142578,-1.97785
sh.600729,2015-01-15,2014-12-31,2015-01-15,11599400000.0,4547040000.0,-0.796918,11.19,1.22,0.00065,-0.375894
sh.600729,2016-02-24,2015-12-31,2016-02-24,12555200000.0,4747670000.0,-0.385694,7.21,0.82,-0.006118,-0.36504
sh.600731,2021-03-06,2020-12-31,2021-03-06,2970570000.0,1464280000.0,1.86156,21.96,0.8144,-0.056971,0.974345
sh.600731,2023-04-12,2022-12-31,2023-04-12,3925430000.0,2045870000.0,0.191875,18.65,0.7628,0.138856,0.324297
sh.600732,2023-03-13,2022-12-31,2023-03-13,24689700000.0,9058950000.0,-23.3333,37.25,1.34,1.26722,13.0142
sh.600734,2020-04-29,2019-12-31,2020-04-29,2622160000.0,-472276000.0,10.4296,-285.14,-4.8976,-0.769662,0.0
sh.600735,2022-08-03,2022-06-30,2022-08-03,2198590000.0,1365950000.0,0.005945,2.94,0.0846,0.421168,0.44731
sh.600736,2015-02-05,2014-12-31,2015-02-05,20601700000.0,3498940000.0,-0.057233,4.89,0.16,2726.12,-0.836349
sh.600738,2022-02-19,2021-12-31,2022-02-19,3515970000.0,1828510000.0,0.660714,8.18,0.186,0.079467,0.345547
sh.600740,2021-03-06,2020-12-31,2021-03-06,21415500000.0,11167600000.0,1.31568,9.82,0.5597,0.069115,1.26048
sh.600742,2015-01-28,2014-12-31,2015-01-28,6528070000.0,3634410000.0,0.882525,16.31,2.61,0.190097,0.44558
sh.600743,2015-03-04,2014-12-31,2015-03-04,20448900000.0,3873940000.0,0.003929,18.29,0.365,0.429324,-0.199611
sh.600743,2015-07-18,2015-06-30,2015-07-18,20744000000.0,3779300000.0,-0.05659,3.37,0.073,-0.42757,-0.427188
sh.600743,2015-10-22,2015-09-30,2015-10-22,23788500000.0,3947950000.0,0.006811,7.64,0.17,-0.252784,-0.023018
sh.600745,2019-02-28,2018-12-31,2019-02-28,17101300000.0,3595130000.0,-0.807692,1.73,0.1,0.024602,-0.832548
sh.600745,2020-04-07,2019-12-31,2020-04-07,64622200000.0,21357300000.0,16.6,19.27,1.76,1.39849,21.2304
sh.600746,2022-02-24,2021-12-31,2022-02-24,7103680000.0,6157090000.0,8.45584,50.33,2.12,1.10915,8.3572
sh.600746,2022-07-09,2022-06-30,2022-07-09,6435420000.0,5728420000.0,-0.532631,12.0915,0.6345,0.11082,-0.500827
sh.600748,2022-04-30,2022-03-31,2022-04-30,39548400000.0,10014500000.0,-1.11111,-0.1,-0.01,-0.371238,-0.929229
sh.600750,2016-01-27,2015-12-31,2016-01-27,2679840000.0,2335280000.0,0.277107,15.77,1.16,0.573606,0.23211
sh.600750,2017-07-12,2017-06-30,2017-07-12,3015940000.0,2706100000.0,0.046237,7.73,0.7,0.225931,0.098226
