code,pubdate,statdate,updatedate,resstotalasset,ressnetasset,ressepschgpct,ressroewa,ressepsdiluted,ressgryoy,ressopyoy
sz.000553,2016-01-08,2015-12-31,2016-01-08,2954160000.0,2095860000.0,-0.591753,6.83,0.2363,-0.306992,-0.725953
sz.000553,2020-03-31,2019-12-31,2020-03-31,45288900000.0,22371700000.0,-0.88449,1.23,0.1132,0.025903,-0.840421
sz.000554,2021-04-14,2020-12-31,2021-04-14,1484490000.0,913653000.0,0.227642,0.81,0.0151,-0.171239,-0.450758
sz.000554,2022-04-15,2021-12-31,2022-04-15,1509100000.0,921115000.0,0.118421,0.9,0.017,0.155013,0.951881
sz.000554,2023-04-15,2022-12-31,2023-04-15,1958320000.0,934257000.0,0.111111,1.01,0.019,0.096585,0.279366
sz.000557,2016-04-15,2015-12-31,2016-04-15,265002000.0,123161000.0,-0.027125,0.68,-0.025,1.48347,-42.6087
sz.000557,2017-03-31,2016-12-31,2017-03-31,5049400000.0,3935960000.0,-0.034858,0.25,0.006,24.3339,-1.48441
sz.000557,2019-03-07,2018-12-31,2019-03-07,5772920000.0,4928950000.0,0.666667,3.6,0.1,0.153564,0.671402
sz.000557,2021-04-14,2020-12-31,2021-04-14,5472300000.0,5147250000.0,2.92333,3.39,0.1177,0.119943,0.214643
sz.000557,2022-04-16,2021-12-31,2022-04-16,5770250000.0,5376690000.0,0.314359,4.29,0.1547,0.380383,0.394707
sz.000557,2023-04-12,2022-12-31,2023-04-12,6131500000.0,5602740000.0,0.054945,4.33,0.1632,0.44376,0.057272
sz.000558,2016-04-15,2015-12-31,2016-04-15,2830740000.0,1279980000.0,-0.46701,-24.43,-0.42,1161.75,-2.71572
sz.000558,2019-04-12,2018-12-31,2019-04-12,2741950000.0,1265350000.0,-3.375,0.0,-0.0475,-0.463414,-1.1859
sz.000558,2020-04-15,2019-12-31,2020-04-15,2420030000.0,1292700000.0,-1.4,2.04,0.02,-0.803768,3.41728
sz.000559,2020-04-15,2019-12-31,2020-04-15,12028200000.0,5200530000.0,-0.274809,10.48,0.19,-0.068735,-0.270399
sz.000560,2015-04-15,2014-12-31,2015-04-15,4482560000.0,1228650000.0,-0.023167,6.1,0.4151,11.0727,-0.154065
sz.000560,2016-04-15,2015-12-31,2016-04-15,6096350000.0,3745020000.0,-0.034382,1.09,0.0333,-0.183949,-0.856394
sz.000560,2018-04-14,2017-12-31,2018-04-14,17061000000.0,7774190000.0,-0.004826,1.88,0.0609,-0.309074,-0.176611
sz.000560,2020-04-15,2019-12-31,2020-04-15,19107100000.0,10098400000.0,0.192705,7.71,0.3237,0.05132,0.025606
sz.000560,2021-04-15,2020-12-31,2021-04-15,20266400000.0,10228600000.0,-0.613292,3.13,0.1379,-0.143392,-0.550058
sz.000561,2017-03-29,2016-12-31,2017-03-29,2308460000.0,1140960000.0,0.018484,8.2,0.15,0.279609,0.048272
sz.000563,2015-01-15,2014-12-31,2015-01-15,4250280000.0,3811870000.0,0.029268,9.51,0.287,0.000188,0.143475
sz.000563,2015-07-07,2015-06-30,2015-07-07,5778930000.0,4367700000.0,0.057143,7.03,0.24,0.0,0.315119
sz.000563,2016-01-08,2015-12-31,2016-01-08,8795010000.0,7657300000.0,0.06891,10.35,0.368,0.381979,0.309695
sz.000563,2016-04-12,2016-03-31,2016-04-12,8189280000.0,7508720000.0,0.044998,1.91,0.0468,0.0,0.918158
sz.000563,2016-07-08,2016-06-30,2016-07-08,8064110000.0,7616210000.0,-0.00192,3.7,0.0916,-0.220116,-0.026741
sz.000563,2016-10-13,2016-09-30,2016-10-13,9798770000.0,7566100000.0,0.002534,4.61,0.1134,0.0,0.020426
sz.000563,2017-01-23,2016-12-31,2017-01-23,9493410000.0,7717220000.0,0.016255,6.57,0.1631,-0.119997,0.101499
sz.000563,2017-07-15,2017-06-30,2017-07-15,10193400000.0,7734000000.0,-0.005002,3.45,0.0866,-0.074434,-0.048398
sz.000563,2018-01-26,2017-12-31,2018-01-26,9451300000.0,7962310000.0,-0.043443,4.86,0.1233,0.173058,-0.27384
sz.000563,2019-01-26,2018-12-31,2019-01-26,12285900000.0,10422900000.0,-0.158416,3.65,0.0935,-0.10713,-0.051859
sz.000563,2020-07-07,2020-06-30,2020-07-07,16251500000.0,11517400000.0,0.171982,3.61,0.1029,0.117195,0.198771
sz.000563,2020-10-14,2020-09-30,2020-10-14,17068500000.0,11647400000.0,0.171848,4.75,0.1357,0.201146,0.202016
sz.000563,2021-01-20,2020-12-31,2021-01-20,16642500000.0,11795300000.0,0.179277,6.02,0.173,0.204659,0.208213
sz.000563,2021-07-13,2021-06-30,2021-07-13,15711900000.0,12077500000.0,0.076774,3.67,0.1108,0.011601,0.059736
sz.000563,2021-10-12,2021-09-30,2021-10-12,15473300000.0,12104600000.0,0.08622,4.88,0.1474,-0.05251,0.074754
sz.000563,2022-01-19,2021-12-31,2022-01-19,17242600000.0,12264300000.0,0.085549,6.19,0.1878,-0.087891,0.078068
sz.000563,2022-07-14,2022-06-30,2022-07-14,16109300000.0,12572700000.0,0.060469,3.74,0.1175,0.033266,0.062581
sz.000563,2022-10-12,2022-09-30,2022-10-12,15907000000.0,12720800000.0,0.050204,4.91,0.1548,-0.137731,0.057637
sz.000563,2023-01-09,2022-12-31,2023-01-09,21836400000.0,16289800000.0,0.243097,7.3,0.2296,-0.005573,0.241558
sz.000564,2017-04-15,2016-12-31,2017-04-15,45701000000.0,28407600000.0,0.122586,3.05,0.1169,6.07645,2.52942
sz.000564,2019-04-15,2018-12-31,2019-04-15,55887900000.0,31188400000.0,-0.432455,2.61,0.1336,-0.422787,-0.269906
sz.000564,2020-04-15,2019-12-31,2020-04-15,51974700000.0,29595300000.0,-2.9669,-4.9,-0.2496,-0.638097,-1.8679
sz.000564,2021-04-15,2020-12-31,2021-04-15,45561300000.0,25580500000.0,2.54456,-15.57,-0.7199,-0.610282,-3.59649
sz.000566,2020-04-15,2019-12-31,2020-04-15,10590500000.0,4493520000.0,-2.44444,-3.67,-0.13,-0.024574,-1.90283
sz.000566,2021-04-15,2020-12-31,2021-04-15,10254800000.0,3720370000.0,2.75,-14.37,-0.45,-0.100183,-4.92292
sz.000567,2015-04-15,2014-12-31,2015-04-15,315632000.0,195186000.0,0.023239,3.25,0.0413,0.157618,1.85328
sz.000567,2017-04-13,2016-12-31,2017-04-13,1280410000.0,218902000.0,-0.134029,1.36,0.0197,1.84906,-0.896918
sz.000567,2022-03-14,2021-12-31,2022-03-14,6626410000.0,4717150000.0,1.81034,7.91,0.5601,0.897658,1.86753
sz.000568,2018-03-29,2017-12-31,2018-03-29,19755800000.0,15171400000.0,0.430244,22.03,1.798,3.96716,0.343976
sz.000568,2021-03-30,2020-12-31,2021-03-30,35019800000.0,23075200000.0,0.293375,28.28,4.1,0.05285,0.300755
sz.000568,2022-03-12,2021-12-31,2022-03-12,43211600000.0,27927000000.0,0.307317,30.8,5.36,0.224049,0.30586
sz.000571,2019-04-13,2018-12-31,2019-04-13,4224230000.0,1366950000.0,-40.1445,-47.2353,-1.0295,-0.038416,-20.8362
sz.000571,2020-04-15,2019-12-31,2020-04-15,3495020000.0,779315000.0,-0.373378,-52.291,-0.676,-0.093771,0.592844
sz.000571,2021-04-15,2020-12-31,2021-04-15,2961700000.0,369542000.0,-0.394929,-68.72,-0.4558,-0.312043,0.472663
sz.000571,2022-04-16,2021-12-31,2022-04-16,3126370000.0,668329000.0,-0.708619,-14.28,-0.119,0.200554,1.20529
sz.000572,2018-03-31,2017-12-31,2018-03-31,15792900000.0,6549520000.0,-0.744596,-14.15,-0.6046,-0.29216,-45.423
sz.000572,2021-04-23,2020-12-31,2021-04-23,9208330000.0,3584510000.0,-16.6699,-31.39,-0.8117,-0.700299,-14.5269
sz.000573,2015-04-14,2014-12-31,2015-04-14,3322090000.0,1594950000.0,-0.16566,0.88,0.0225,2.66586,-0.857738
sz.000581,2017-04-10,2016-12-31,2017-04-10,17357900000.0,12939300000.0,0.167331,13.64,1.67,3.32608,0.132215
sz.000581,2021-04-07,2020-12-31,2021-04-07,27350700000.0,18282000000.0,0.24,15.78,2.79,0.466678,0.198182
sz.000582,2015-01-29,2014-12-31,2015-01-29,8594940000.0,3452410000.0,0.026715,16.83,0.724,13.1154,0.046644
sz.000582,2021-03-09,2020-12-31,2021-03-09,19436900000.0,10352900000.0,0.083333,10.85,0.65,0.120078,0.141702
sz.000582,2022-03-18,2021-12-31,2022-03-18,26885200000.0,11275600000.0,-0.039394,9.19,0.634,0.101489,-0.015232
sz.000582,2023-03-25,2022-12-31,2023-03-25,29459100000.0,12893800000.0,-0.053125,8.48,0.606,0.079538,0.001116
sz.000584,2016-04-14,2015-12-31,2016-04-14,2954520000.0,1927140000.0,-0.223411,1.37,0.0428,34131.3,-0.929793
sz.000584,2018-04-13,2017-12-31,2018-04-13,3675460000.0,1592630000.0,0.813864,5.8,0.1468,1.1407,1.30906
sz.000584,2020-04-15,2019-12-31,2020-04-15,4534080000.0,1731180000.0,-0.660041,2.39,0.0667,-0.27109,-0.969475
sz.000584,2021-04-15,2020-12-31,2021-04-15,5016500000.0,2398320000.0,-0.872564,0.28,0.0085,-0.068421,-1.97903
sz.000586,2015-02-03,2014-12-31,2015-02-03,527371000.0,210107000.0,-0.049316,2.44,0.03,0.190299,-0.59918
sz.000587,2016-04-15,2015-12-31,2016-04-15,19400600000.0,7571290000.0,0.148763,12.26,0.47,8.54932,1.41753
sz.000587,2020-04-17,2019-12-31,2020-04-17,22398200000.0,366435000.0,0.924138,-177.46,-2.79,-0.595984,-0.802452
sz.000587,2021-04-15,2020-12-31,2021-04-15,5415590000.0,333481000.0,-1.00649,13.34,0.0192,-0.910732,0.964811
sz.000589,2016-04-15,2015-12-31,2016-04-15,11175700000.0,3486150000.0,-0.548212,-7.14,-0.33,-0.084948,-3.1227
sz.000589,2018-04-14,2017-12-31,2018-04-14,9696300000.0,3331360000.0,-0.305399,-6.4,-0.29,0.247441,-1.42351
sz.000589,2019-04-13,2018-12-31,2019-04-13,10500800000.0,3415260000.0,-1.37931,2.62,0.11,-0.08225,1.47063
sz.000589,2021-04-15,2020-12-31,2021-04-15,11516200000.0,4870130000.0,7.64706,27.04,1.47,0.054254,6.50448
sz.000589,2022-01-29,2021-12-31,2022-01-29,12914500000.0,5910360000.0,-0.727891,6.49,0.4,0.077922,-0.698822
sz.000590,2015-04-15,2014-12-31,2015-04-15,586821000.0,184106000.0,0.352302,-37.84,-0.3841,16.6297,0.456556
sz.000590,2019-04-13,2018-12-31,2019-04-13,816599000.0,579719000.0,-2.93447,-6.77,-0.1594,-0.459127,-2.581
sz.000591,2016-04-16,2015-12-31,2016-04-16,22737200000.0,6021690000.0,0.082579,8.18,0.65,1.10271,0.629917
sz.000591,2017-03-04,2016-12-31,2017-03-04,29749700000.0,11275500000.0,0.116524,6.7,0.508,0.188694,0.362062
sz.000591,2018-07-27,2018-06-30,2018-07-27,32141800000.0,12315500000.0,0.015993,3.61,0.1467,-0.13847,0.141986
sz.000591,2019-07-24,2019-06-30,2019-07-24,35628600000.0,12872700000.0,0.027267,3.54,0.1507,0.026478,0.061527
sz.000591,2020-04-18,2020-03-31,2020-04-18,38258800000.0,13488000000.0,0.229665,1.15,0.0514,0.166621,0.274443
sz.000591,2021-04-14,2020-12-31,2021-04-14,39154400000.0,14035800000.0,0.128053,7.53,0.3418,0.058654,0.095398
sz.000591,2022-03-15,2021-12-31,2022-03-15,39768100000.0,14883100000.0,0.148918,8.18,0.3927,0.322481,0.080903
sz.000591,2022-10-14,2022-09-30,2022-10-14,46254200000.0,21594600000.0,-0.080759,6.93,0.3631,0.129166,0.117687
sz.000592,2017-04-15,2016-12-31,2017-04-15,4170600000.0,3159790000.0,-0.009024,0.64,0.0105,1.6732,-1.46206
sz.000592,2018-04-14,2017-12-31,2018-04-14,4344820000.0,3165900000.0,-0.007407,0.19,0.0031,0.079057,0.761095
sz.000592,2019-04-13,2018-12-31,2019-04-13,4303770000.0,3182760000.0,3.3871,0.83,0.0136,0.102596,31.6138
sz.000592,2020-04-15,2019-12-31,2020-04-15,4249930000.0,3199750000.0,-0.477941,0.43,0.0071,0.033106,-0.9544
sz.000592,2021-04-15,2020-12-31,2021-04-15,4935690000.0,2984700000.0,-10.1406,-7.29,-0.117,0.27718,-19.6146
sz.000593,2018-04-14,2017-12-31,2018-04-14,1716730000.0,1107490000.0,0.223158,2.23,0.07,0.05274,1.69435
sz.000593,2019-04-13,2018-12-31,2019-04-13,1633550000.0,922211000.0,-8.73134,-18.32,-0.518,0.299379,-5.57994
sz.000593,2020-04-15,2019-12-31,2020-04-15,1966520000.0,960971000.0,-1.22008,4.16,0.114,0.727069,1.38707
sz.000593,2021-04-15,2020-12-31,2021-04-15,2102450000.0,1002630000.0,-0.13913,3.62,0.099,0.228793,-0.027184
sz.000595,2018-04-16,2017-12-31,2018-04-16,1933480000.0,726748000.0,0.13184,2.35,0.02,0.251491,0.851865
sz.000595,2019-04-15,2018-12-31,2019-04-15,1823690000.0,625497000.0,-7.5,-14.86,-0.13,-0.004701,-4.7978
sz.000595,2020-04-15,2019-12-31,2020-04-15,1524550000.0,381491000.0,2.13077,-57.57,-0.407,-0.280081,-2.10312
sz.000595,2021-04-15,2020-12-31,2021-04-15,1585950000.0,929924000.0,-1.02439,2.13,0.01,-0.341624,0.968808
sz.000595,2022-04-15,2021-12-31,2022-04-15,1363050000.0,753798000.0,-17.0,-21.08,-0.16,-0.147099,-17.7959
sz.000596,2022-03-11,2021-12-31,2022-03-11,26486000000.0,16531800000.0,0.206522,21.19,4.44,0.289462,0.267805
sz.000596,2022-07-30,2022-06-30,2022-07-30,29006300000.0,17295100000.0,0.324818,10.97,3.63,0.284625,0.418326
sz.000596,2022-10-15,2022-09-30,2022-10-15,30808500000.0,17995900000.0,0.288312,14.69,4.96,0.263542,0.364252
sz.000597,2018-04-14,2017-12-31,2018-04-14,10593000000.0,2433630000.0,0.200582,5.01,0.25,0.179036,64.6716
sz.000597,2020-04-15,2019-12-31,2020-04-15,12544600000.0,3812650000.0,-0.444444,4.68,0.2,0.100923,1.83727
sz.000598,2015-02-10,2014-12-31,2015-02-10,12151000000.0,7453570000.0,0.002182,10.59,0.25,99.5311,-0.066592
sz.000598,2015-07-10,2015-06-30,2015-07-10,12557900000.0,7838360000.0,0.018742,5.96,0.15,124.134,0.113084
sz.000598,2016-01-29,2015-12-31,2016-01-29,14199300000.0,8205940000.0,0.024019,10.52,0.28,0.124155,0.06334
sz.000598,2017-02-28,2016-12-31,2017-02-28,16919300000.0,8959850000.0,0.01657,10.22,0.29,-0.001356,0.000524
sz.000598,2018-03-06,2017-12-31,2018-03-06,18754700000.0,9684050000.0,0.007222,9.64,0.3,0.220055,0.269918
sz.000598,2018-07-26,2018-06-30,2018-07-26,19024500000.0,9986820000.0,0.026296,5.37,0.18,0.105366,0.174981
sz.000598,2019-02-15,2018-12-31,2019-02-15,20921700000.0,10444400000.0,0.1,9.84,0.33,0.114845,0.089908
sz.000598,2020-03-04,2019-12-31,2020-03-04,25337500000.0,11246800000.0,0.090909,10.02,0.36,0.163085,0.093977
sz.000598,2021-02-23,2020-12-31,2021-02-23,30880300000.0,12274700000.0,0.194444,11.04,0.43,0.110084,0.198324
sz.000598,2022-03-02,2021-12-31,2022-03-02,34512000000.0,13458500000.0,0.162791,11.56,0.5,0.252899,0.133912
sz.000598,2023-03-01,2022-12-31,2023-03-01,38338600000.0,14777800000.0,0.079137,11.48,0.54,0.130162,0.114035
sz.000599,2020-04-07,2019-12-31,2020-04-07,9882990000.0,3389950000.0,-12.0,-7.73,-0.33,0.101024,-15.9054
sz.000600,2023-04-15,2022-12-31,2023-04-15,36542200000.0,9752330000.0,-1.04619,1.065,0.057,0.217078,1.03727
sz.000601,2016-04-06,2015-12-31,2016-04-06,8507650000.0,3948750000.0,0.017989,7.25,0.2602,3.12621,0.300304
sz.000601,2021-04-15,2020-12-31,2021-04-15,12678600000.0,4705850000.0,-0.448649,4.63,0.204,0.143111,-0.427673
sz.000603,2015-08-10,2015-06-30,2015-08-10,1392770000.0,836339000.0,0.104089,17.89,0.27,0.0,0.592186
sz.000603,2018-04-21,2017-12-31,2018-04-21,3169660000.0,2438490000.0,0.112156,10.65,0.41,0.596809,0.210393
sz.000603,2021-04-15,2020-12-31,2021-04-15,4642920000.0,2224090000.0,-0.353846,13.53,0.42,-0.435383,-0.303116
sz.000606,2019-04-30,2018-12-31,2019-04-30,4166380000.0,2875100000.0,0.451728,3.37,0.1218,0.424871,1.56851
sz.000606,2020-04-15,2019-12-31,2020-04-15,2802430000.0,1673640000.0,-11.954,-45.21,-1.3342,1.75463,-4.79825
sz.000606,2021-04-15,2020-12-31,2021-04-15,1246370000.0,406626000.0,0.213263,-118.19,-1.61,-0.616858,-0.396126
sz.000607,2015-03-19,2014-12-31,2015-03-19,1956560000.0,1261720000.0,0.026903,22.56,0.38,4.14289,0.174862
sz.000607,2016-03-31,2015-12-31,2016-03-31,2390530000.0,1536400000.0,0.089983,19.99,0.28,0.046316,0.542917
sz.000607,2017-02-15,2016-12-31,2017-02-15,2971240000.0,1770730000.0,-0.055103,13.76,0.22,0.178151,-0.019522
sz.000607,2018-04-14,2017-12-31,2018-04-14,3200810000.0,1800360000.0,-0.076743,8.06,0.14,6.7e-05,-0.24574
sz.000607,2019-04-13,2018-12-31,2019-04-13,3248600000.0,1890550000.0,-0.285714,5.71,0.1,-0.045442,-0.220109
sz.000607,2020-04-15,2019-12-31,2020-04-15,3562140000.0,1660260000.0,-0.8,1.1,0.02,0.04148,-0.680142
sz.000607,2021-04-15,2020-12-31,2021-04-15,3403830000.0,1365590000.0,-17.5,-0.2,-0.33,-0.085442,-7.61389
sz.000608,2015-04-15,2014-12-31,2015-04-15,11238500000.0,3294180000.0,-1.1538,-16.27,-0.78,0.0,-2.0744
sz.000608,2020-04-15,2019-12-31,2020-04-15,5782220000.0,2889590000.0,-6.5,-2.79,-0.11,-0.159512,-1.25529
sz.000609,2021-04-15,2020-12-31,2021-04-15,3855720000.0,1199220000.0,-12.7,-25.43,-1.17,-0.806176,-7.75339
sz.000610,2020-04-13,2019-12-31,2020-04-13,1239470000.0,853922000.0,-1.31973,-3.53,-0.13,-0.024754,-1.27822
sz.000612,2015-03-26,2014-12-31,2015-03-26,9139670000.0,4717240000.0,0.071259,7.7,0.296,-0.0677,0.735568
sz.000612,2016-04-15,2015-12-31,2016-04-15,8740590000.0,4830870000.0,-0.292743,0.091,0.004,-0.110068,-1.28499
sz.000612,2016-07-14,2016-06-30,2016-07-14,8233770000.0,4874150000.0,0.039091,1.98,0.081,-0.111277,1.95449
sz.000612,2019-04-13,2018-12-31,2019-04-13,7444130000.0,4225160000.0,-3.50676,-9.92,-0.371,-0.021516,-7.47312
sz.000612,2022-04-23,2021-12-31,2022-04-23,7871600000.0,5093450000.0,-0.30042,8.01,0.333,0.036645,0.20353
sz.000615,2015-04-15,2014-12-31,2015-04-15,1494110000.0,780610000.0,0.244723,2.47,0.07,0.107869,1.26808
sz.000615,2016-04-15,2015-12-31,2016-04-15,7315520000.0,1642700000.0,0.256427,14.08,0.604,2.38289,0.90426
sz.000615,2020-04-15,2019-12-31,2020-04-15,10218200000.0,1833750000.0,-0.9,0.64,0.02,0.090651,0.523247
sz.000615,2021-03-30,2020-12-31,2021-03-30,9433170000.0,1713890000.0,-9.5,-7.59,-0.17,-0.369178,-0.468906
sz.000616,2016-04-13,2015-12-31,2016-04-13,8763740000.0,4410640000.0,0.021077,5.14,0.16,0.0,-0.140763
sz.000616,2017-04-15,2016-12-31,2017-04-15,8897810000.0,3968280000.0,-0.459492,-10.42,-0.3,-0.767179,-2.30122
sz.000616,2018-04-14,2017-12-31,2018-04-14,10176100000.0,3969510000.0,0.313127,0.32,0.01,-0.662669,0.91045
sz.000616,2019-04-15,2018-12-31,2019-04-15,6613280000.0,4352490000.0,23.0,8.42,0.24,1.79092,8.88667
sz.000616,2020-04-15,2019-12-31,2020-04-15,6062330000.0,4364890000.0,-0.916667,0.7,0.02,-0.209033,-0.986529
sz.000616,2021-04-15,2020-12-31,2021-04-15,5874430000.0,4763480000.0,11.0,5.91,0.24,5.06522,1.27784
sz.000617,2017-04-14,2016-12-31,2017-04-14,775296000000.0,65831200000.0,-1.67556,10.72,0.76,30.9703,0.077566
sz.000620,2015-01-28,2014-12-31,2015-01-28,24803300000.0,3549400000.0,-0.06472,11.94,0.25,0.302059,-0.366561
sz.000620,2016-04-11,2015-12-31,2016-04-11,33994200000.0,5918430000.0,-0.06048,5.89,0.17,0.371964,-0.424687
sz.000620,2019-04-13,2018-12-31,2019-04-13,52925300000.0,7499930000.0,0.4,16.91,0.63,0.881593,0.63393
sz.000620,2020-04-11,2019-12-31,2020-04-11,53073400000.0,7930980000.0,-0.31746,10.45,0.43,-0.143743,-0.264212
sz.000620,2021-04-15,2020-12-31,2021-04-15,50391000000.0,6613200000.0,-2.58139,-17.69,-0.68,-0.409108,-1.73068
sz.000622,2016-04-15,2015-12-31,2016-04-15,306410000.0,153592000.0,-0.024088,-26.44,-0.11,2.9485,-0.378677
sz.000622,2017-04-14,2016-12-31,2017-04-14,466467000.0,201571000.0,0.222975,27.03,0.1129,-0.109951,1.79661
sz.000622,2018-04-14,2017-12-31,2018-04-14,395523000.0,187553000.0,-0.177283,-14.58,-0.0644,0.402759,-1.80014
sz.000622,2018-10-26,2018-09-30,2018-10-26,395398000.0,188643000.0,0.030456,0.58,0.0026,0.433788,1.32159
sz.000622,2019-04-13,2018-12-31,2019-04-13,341972000.0,190706000.0,-1.11491,1.67,0.0074,2.32704,0.0
sz.000622,2020-04-15,2019-12-31,2020-04-15,316408000.0,202562000.0,2.77027,6.03,0.0279,0.768698,0.0
sz.000622,2021-04-14,2020-12-31,2021-04-14,387838000.0,205781000.0,-0.752688,1.45,0.0069,-0.007014,0.84706
sz.000622,2022-04-15,2021-12-31,2022-04-15,342867000.0,207568000.0,-0.391304,0.86,0.0042,0.030659,1.67191
sz.000623,2015-02-14,2014-12-31,2015-02-14,13769600000.0,12585500000.0,0.398235,12.0,1.58,0.0,0.264661
sz.000623,2018-01-16,2017-12-31,2018-01-16,21856600000.0,20308800000.0,0.17512,9.63,1.61,0.0,0.154066
sz.000625,2018-03-29,2017-12-31,2018-03-29,106125000000.0,47598700000.0,-0.655482,15.66,1.49,0.024039,-0.243868
sz.000625,2019-04-15,2018-12-31,2019-04-15,93488900000.0,46245000000.0,-0.90604,1.4,0.14,-0.171398,-1.03186
sz.000625,2020-04-15,2019-12-31,2020-04-15,97692200000.0,44092200000.0,-4.92857,-5.86,-0.55,0.064813,-9.46031
sz.000625,2021-04-10,2020-12-31,2021-04-10,120916000000.0,53410200000.0,-2.23636,7.13,0.68,0.197893,2.24536
sz.000626,2018-04-16,2017-12-31,2018-04-16,8911030000.0,2552800000.0,-0.968066,-6.94,-0.32,0.34033,-0.566237
sz.000626,2020-04-14,2019-12-31,2020-04-14,6853030000.0,2784970000.0,2.875,6.25,0.31,0.02616,0.902368
sz.000626,2021-04-15,2020-12-31,2021-04-15,6614090000.0,2640160000.0,-1.67742,-4.17,-0.21,-0.128593,-0.558324
sz.000627,2017-04-13,2016-12-31,2017-04-13,117879000000.0,13800500000.0,0.363444,15.16,0.447,61.128,9.31688
sz.000627,2018-04-12,2017-12-31,2018-04-12,140417000000.0,19337000000.0,-0.078934,9.28,0.32,2.14702,-0.184351
sz.000627,2018-08-10,2018-06-30,2018-08-10,165395000000.0,18918600000.0,0.044871,4.43,0.17,-0.47251,0.268452
sz.000627,2023-04-15,2022-12-31,2023-04-15,288599000000.0,21412000000.0,-0.4,1.25,0.06,0.000656,-0.357437
sz.000628,2015-01-31,2014-12-31,2015-01-31,3675480000.0,163234000.0,-0.255476,-22.51,-0.192,-0.065458,-2.11677
sz.000628,2017-03-02,2016-12-31,2017-03-02,3483610000.0,730277000.0,-0.055548,4.11,0.094,37.7364,-0.565641
sz.000628,2018-02-28,2017-12-31,2018-02-28,2986210000.0,754362000.0,-0.015954,3.29,0.078,-0.485879,0.001489
sz.000628,2019-03-08,2018-12-31,2019-03-08,3522710000.0,812726000.0,1.25641,6.99,0.176,0.664734,1.07489
sz.000628,2021-02-25,2020-12-31,2021-02-25,8339900000.0,1536260000.0,1.2619,20.81,0.76,0.671168,1.42985
sz.000628,2022-02-22,2021-12-31,2022-02-22,10827800000.0,1558370000.0,-0.393464,10.66,0.464,0.194958,-0.306256
sz.000628,2023-02-28,2022-12-31,2023-02-28,13677900000.0,1751260000.0,0.217672,12.04,0.565,-0.006116,0.082087
sz.000629,2015-04-15,2014-12-31,2015-04-25,52345600000.0,10603000000.0,-0.503448,-29.56,-0.4395,6.48725,-7.47206
sz.000629,2016-04-15,2015-12-31,2016-04-15,56012100000.0,8421880000.0,0.182551,-23.0,-0.257,-0.319552,0.615396
sz.000629,2017-04-11,2016-12-31,2017-04-11,9621110000.0,3428410000.0,-0.440113,-1.05,-0.6971,-0.07072,-1.11949
sz.000630,2016-04-15,2015-12-31,2016-04-15,44167500000.0,13881300000.0,-0.101154,-4.63,-0.07,1.86323,-4.35252
sz.000630,2020-04-15,2019-12-31,2020-04-15,47970100000.0,18374000000.0,0.142857,4.66,0.08,0.098854,0.03101
sz.000630,2022-04-15,2021-12-31,2022-04-15,50840400000.0,21707400000.0,2.625,15.27,0.29,0.317741,2.19799
sz.000633,2016-04-15,2015-12-31,2016-04-15,219782000.0,155707000.0,-0.034597,-23.88,-0.11,0.0,-0.406502
sz.000633,2019-04-16,2018-12-31,2019-04-16,1046130000.0,163298000.0,-1.20617,3.04,0.0127,0.671464,1.05288
sz.000633,2020-04-15,2019-12-31,2020-04-15,1115530000.0,163321000.0,-2.29921,-3.97,-0.0165,-0.102777,-10.7678
sz.000633,2021-04-15,2020-12-31,2021-04-15,235559000.0,164972000.0,-2.42424,5.4,0.0235,0.318729,1.5743
sz.000635,2022-04-15,2021-12-31,2022-04-15,3055840000.0,2657800000.0,-0.956522,0.16,0.01,0.173817,-0.864253
sz.000636,2015-03-13,2014-12-31,2015-03-13,5083140000.0,3715760000.0,0.007804,4.08,0.14,0.005569,0.634585
sz.000636,2016-03-16,2015-12-31,2016-03-16,6588190000.0,4729920000.0,-0.036211,1.53,0.08,-0.13717,-0.611404
sz.000636,2018-03-27,2017-12-31,2018-03-27,6377440000.0,4511630000.0,0.076828,4.6,0.23,0.921763,0.700965
sz.000637,2018-04-14,2017-12-31,2018-04-14,1209900000.0,900769000.0,0.07026,11.15,0.19,0.488957,0.497926
sz.000637,2019-04-13,2018-12-31,2019-04-13,1238050000.0,858050000.0,-0.631579,3.99,0.07,-0.019917,-0.641337
sz.000637,2020-04-15,2019-12-31,2020-04-15,1496650000.0,940279000.0,1.42857,8.97,0.17,-0.005032,1.69535
sz.000637,2021-04-15,2020-12-31,2021-04-15,1921190000.0,908906000.0,-0.823529,1.4,0.03,-0.069853,-1.02908
sz.000638,2015-04-15,2014-12-31,2015-04-15,2504880000.0,232893000.0,0.049287,1.43,0.0104,0.941025,0.964807
sz.000638,2016-04-15,2015-12-31,2016-04-15,2537780000.0,206497000.0,-0.124173,-16.12,-0.1144,0.239884,-60.0445
sz.000638,2017-04-15,2016-12-31,2017-04-15,1494120000.0,221048000.0,0.14814,4.88,0.0337,-0.347882,1.36551
sz.000638,2018-04-14,2017-12-31,2018-04-19,923727000.0,276377000.0,0.027519,7.62,0.0613,-0.163622,0.761757
sz.000638,2019-04-13,2018-12-31,2019-04-13,741965000.0,127213000.0,-10.854,-81.39,-0.4927,-0.072133,-7.70156
sz.000638,2020-04-30,2019-12-31,2020-04-30,537326000.0,159810000.0,-1.0625,7.41,0.03,0.373593,0.0
